"ID","MonthlyIncome"
1045,3565.7023504682
1046,2507.10827360939
1047,3741.7880496809
1048,5439.08027131762
1049,4345.56721490888
1050,3782.68955357486
1051,22102.9745513474
1052,4311.79738696776
1053,3994.19839054566
1054,3518.08080382864
1055,3518.00557324632
1056,3454.51830576195
1057,3385.07633184095
1058,11367.6592804279
1059,8064.3708573483
1060,3658.60827143344
1061,6156.2474233426
1062,4608.63224455965
1063,7021.34311355508
1064,2992.49500003623
1065,5121.73001772968
1066,3440.85063687141
1067,8387.45599324313
1068,20740.1978385417
1069,3468.5769575791
1070,3059.79492991456
1071,3144.64140093384
1072,6476.31405083133
1073,2904.88053150094
1074,4725.00831779216
1075,3437.65139025015
1076,15766.321506148
1077,14039.8188056562
1078,5106.81892042888
1079,4510.99891537477
1080,8656.82765124127
1081,3975.54528020758
1082,3136.22016279876
1083,2568.8032329947
1084,6580.38498713806
1085,5356.90650109018
1086,9937.1469709939
1087,3575.62918886404
1088,3322.50387933584
1089,3626.4143532732
1090,3682.92015129725
1091,4223.51747354318
1092,7613.0431059669
1093,5148.98916808323
1094,3687.51528248942
1095,3693.10242631715
1096,4012.32652950964
1097,6806.69620098218
1098,3483.96850439867
1099,4062.88941282114
1100,4897.25626018664
1101,10046.3661884316
1102,3952.85922374218
1103,5788.93503572382
1104,20687.1567641099
1105,4010.07102532529
1106,4240.00828664885
1107,4868.43877998361
1108,4418.04506938583
1109,4353.83014104724
1110,3840.88593635527
1111,7267.26801176307
1112,5895.95381716
1113,6641.22165391507
1114,7556.45508661695
1115,14702.0065664633
1116,4414.20744372878
1117,7303.05618284188
1118,4958.13913212666
1119,10620.7219075072
1120,4275.60443043302
1121,8726.93837120259
1122,12888.747223266
1123,4994.87692858253
1124,9968.05147080206
1125,2843.77105534028
1126,2524.33275473367
1127,3637.15155380379
1128,4227.07058817068
1129,10473.0043662894
1130,3203.64638422341
1131,4037.21686731624
1132,9588.0066290125
1133,4530.52416346771
1134,3190.8460863197
1135,4596.87441515788
1136,3596.42693975362
1137,7079.61819005464
1138,4763.86095917763
1139,8294.79825689501
1140,7005.98535396902
1141,4965.45612276646
1142,4904.3279353981
1143,14262.4457498504
1144,3162.76824082665
1145,5966.35960220387
1146,4043.37190600999
1147,3621.78512167912
1148,3001.77607943665
1149,2938.42845970907
1150,5483.06471397903
1151,3204.76806163941
1152,3894.29207236053
1153,8858.86722286295
1154,2620.58252359442
1155,8129.44258910472
1156,9147.48319620271
1157,3207.47157928452
1158,5806.99687828717
1159,3172.39376596343
1160,3655.06476012376
1161,3710.46550982838
1162,4261.60521334087
1163,5748.33686953254
1164,5162.06782346258
1165,4423.32729303187
1166,2866.01442729411
1167,6484.54426781941
1168,3812.59736699917
1169,3677.09617454837
1170,4643.70447209591
